id,address,column,row,floor,elevator
1387,서울 강남구 도곡로43길 21 래미안그레이튼2차아파트 103동,4,1,15,1
1388,서울 강남구 도곡로43길 21 래미안그레이튼3차아파트 201동,4,1,15,1
1389,서울 강남구 도곡로43길 21 래미안그레이튼3차아파트 202동,4,1,15,1
1390,서울 강남구 도곡로43길 21 래미안그레이튼3차아파트 203동,4,1,15,1
1391,서울 강남구 도곡로43길 21 래미안그레이튼3차아파트 204동,4,1,15,1
1392,서울 강남구 도곡로43길 21 래미안그레이튼3차아파트 205동,4,1,15,1
1393,서울 강남구 도곡로43길 21 래미안그레이튼3차아파트 206동,4,1,15,1
1394,서울 강남구 도곡로43길 21 래미안그레이튼3차아파트 207동,4,1,15,1
1395,서울 강남구 도곡로43길 21 래미안그레이튼3차아파트 208동,4,1,15,1
1396,서울 강남구 언주로 332 역삼푸르지오아파트 101동,3,1,15,1
1397,서울 강남구 언주로 332 역삼푸르지오아파트 102동,3,1,15,1
1398,서울 강남구 언주로 332 역삼푸르지오아파트 103동,3,1,15,1
1399,서울 강남구 언주로 332 역삼푸르지오아파트 104동,3,1,15,1
1400,서울 강남구 언주로 332 역삼푸르지오아파트 105동,3,1,15,1
1401,서울 강남구 언주로 332 역삼푸르지오아파트 106동,3,1,15,1
1402,서울 강남구 언주로 332 역삼푸르지오아파트 107동,3,1,15,1
1403,서울 강남구 언주로 332 역삼푸르지오아파트 108동,3,1,15,1
1404,서울 강남구 언주로 332 역삼푸르지오아파트 109동,3,1,15,1
1405,서울 강남구 언주로 332 역삼푸르지오아파트 110동,3,1,15,1
1406,서울 강남구 언주로 332 역삼푸르지오아파트 111동,3,1,15,1
1407,서울 강남구 역삼로 306 개나리래미안아파트 101동,3,1,15,1
1408,서울 강남구 역삼로 306 개나리래미안아파트 102동,3,1,15,1
1409,서울 강남구 역삼로 306 개나리래미안아파트 103동,3,1,15,1
1410,서울 강남구 역삼로 306 개나리래미안아파트 104동,3,1,15,1
1411,서울 강남구 역삼로 306 개나리래미안아파트 105동,3,1,15,1
1412,서울 강남구 역삼로 306 개나리래미안아파트 106동,3,1,15,1
1413,서울 강남구 역삼로 306 개나리래미안아파트 107동,3,1,15,1
1414,서울 강남구 역삼로 309 삼성래미안펜타빌아파트 101동,2,2,15,1
1415,서울 강남구 역삼로 309 삼성래미안펜타빌아파트 102동,2,2,15,1
1416,서울 강남구 역삼로 309 삼성래미안펜타빌아파트 103동,2,2,15,1
1417,서울 강남구 역삼로 309 삼성래미안펜타빌아파트 104동,2,2,15,1
1418,서울 강남구 역삼로 309 삼성래미안펜타빌아파트 105동,2,2,15,1
1419,서울 강남구 역삼로 307 역삼현대아이파크아파트 205동,2,2,15,1
1420,서울 강남구 역삼로 307 역삼현대아이파크아파트 206동,2,2,15,1
1421,서울 강남구 역삼로 307 역삼현대아이파크아파트 207동,2,2,15,1
1422,서울 강남구 역삼로 315-1 개나리SK뷰5차아파트 501동,2,2,25,1
1423,서울 강남구 역삼로 315-1 개나리SK뷰5차아파트 502동,2,2,25,1
1424,서울 강남구 역삼로 315-1 개나리SK뷰5차아파트 503동,2,2,25,1
1425,서울 강남구 선릉로 423 동부센트레빌아파트,2,2,21,1
1426,서울 강남구 선릉로 431,1,2,18,1
1427,서울 강남구 선릉로 89길 13,1,2,10,1
1428,서울 강남구 테헤란로 52길 15,1,2,14,1
1429,서울 강남구 선릉로 433,1,2,4,1
1430,서울 강남구 선릉로89길 16,1,2,15,1
1431,서울 강남구 테헤란로 328,1,2,19,1
1432,서울 강남구 테헤란로 52길6,1,2,15,1
1433,서울 강남구 테헤란로 310,1,1,15,1
1434,서울 강남구 언주로 432,1,1,14,1
1435,서울 강남구 테헤란로44길8,1,1,8,1
1436,서울 강남구 언주로 428,1,1,16,1
1437,서울 강남구 테헤란로 306,1,1,20,1
1438,서울 강남구 테헤란로 52길 16 테헤란아이파크아파트 101동,1,1,20,1
1439,서울 강남구 테헤란로 52길 16 테헤란아이파크아파트 102동,1,1,20,1
1440,서울 강남구 테헤란로 52길 16 테헤란아이파크아파트 103동,1,1,20,1
1441,서울 강남구 테헤란로 52길 16 테헤란아이파크아파트 104동,1,2,20,1
1442,서울 강남구 테헤란로 52길 16 테헤란아이파크아파트 105동,1,2,20,1
1443,서울 강남구 테헤란로 52길 16 테헤란아이파크아파트 106동,1,2,20,1
1444,서울 강남구 언주로 420 역삼자이아파트 101동,2,1,28,1
1445,서울 강남구 언주로 420 역삼자이아파트 102동,2,1,28,1
1446,서울 강남구 언주로 420 역삼자이아파트 103동,2,1,28,1
1447,서울 강남구 언주로 68길 12 현대까르띠에710아파트 101동,2,1,20,1
1448,서울 강남구 언주로 68길 12 현대까르띠에710아파트 102동,2,1,20,1
1449,서울 강남구 언주로 68길 12 현대까르띠에710아파트 103동,2,1,20,1
1450,서울 강남구 역삼동 712-3 강남센트롤아이파크 101동,2,1,26,1
1451,서울 강남구 역삼동 712-3 강남센트롤아이파크 102동,2,1,26,1
1452,서울 강남구 역삼동 712-3 강남센트롤아이파크 103동,2,1,26,1
1453,서울 강남구 역삼동 712-3 강남센트롤아이파크 104동,2,1,26,1
1454,서울 강남구 역삼동 712-3 강남센트롤아이파크 105동,2,1,26,1
1455,서울 강남구 테헤란로 44길22 역삼센트럴2차아이파크 201동,2,1,11,1
1456,서울 강남구 테헤란로 44길22 역삼센트럴2차아이파크 202동,2,1,11,1
1457,서울 강남구 테헤란로 44길22 역삼센트럴2차아이파크 203동,2,1,11,1
1458,서울 강남구 테헤란로 44길22 역삼센트럴2차아이파크 204동,2,1,11,1
